index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,work_phone,phone,email,occyp_type,family_size,begin_month,credit
5379,F,Y,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-21797,365243,1,0,0,0,,2,-48,2
5380,M,N,Y,0,63000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20689,365243,1,0,0,0,,1,-53,0
5381,F,Y,Y,2,225000,Working,Secondary / secondary special,Married,House / apartment,-13160,-6156,1,0,0,0,,4,-16,2
5382,M,N,N,0,292500,Working,Secondary / secondary special,Married,House / apartment,-15670,-1010,1,1,0,0,High skill tech staff,2,-1,0
5383,M,Y,Y,1,315000,Working,Secondary / secondary special,Separated,House / apartment,-16314,-882,1,0,0,0,Managers,2,-25,2
5384,F,N,N,1,144000,Commercial associate,Higher education,Married,House / apartment,-12753,-1315,1,1,1,0,,3,-26,2
5385,F,N,Y,1,180000,Pensioner,Higher education,Married,House / apartment,-18979,365243,1,0,1,0,,3,-32,2
5386,F,N,Y,0,315000,Working,Higher education,Married,House / apartment,-15527,-3792,1,1,1,0,Accountants,2,-49,1
5387,M,Y,Y,0,315000,Pensioner,Higher education,Married,House / apartment,-23313,365243,1,0,0,0,,2,-27,2
5388,M,Y,Y,1,135000,Commercial associate,Higher education,Married,House / apartment,-18230,-444,1,1,1,0,Managers,3,-7,2
5389,M,Y,N,1,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-9423,-1405,1,0,0,0,Laborers,3,-15,2
5390,F,N,N,1,69750,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-10167,-829,1,1,1,0,Sales staff,3,-46,2
5391,F,N,N,0,139500,Pensioner,Secondary / secondary special,Married,House / apartment,-20863,365243,1,0,0,0,,2,-19,2
5392,F,N,Y,0,47250,Pensioner,Secondary / secondary special,Married,Municipal apartment,-21414,365243,1,0,1,0,,2,-9,2
5393,F,N,Y,3,180000,State servant,Higher education,Married,House / apartment,-16000,-7401,1,0,0,0,Core staff,5,-35,2
5394,F,Y,N,0,360000,State servant,Secondary / secondary special,Married,House / apartment,-18577,-108,1,1,1,0,Medicine staff,2,-27,1
5395,M,N,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,-12585,-367,1,0,0,0,Sales staff,3,-12,2
5396,F,N,N,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15355,-3999,1,0,1,0,Sales staff,2,-43,2
5397,F,N,N,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-23588,365243,1,0,0,0,,2,-12,2
5398,F,N,N,0,103500,Pensioner,Secondary / secondary special,Married,House / apartment,-22111,365243,1,0,0,0,,2,-7,2
5399,F,N,N,1,90000,Pensioner,Secondary / secondary special,Married,House / apartment,-9861,365243,1,0,0,0,,3,-39,1
5400,M,N,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,-19124,-5064,1,0,1,0,Laborers,2,-35,2
5401,F,N,Y,0,90000,Working,Secondary / secondary special,Widow,House / apartment,-17710,-1772,1,0,0,0,Cooking staff,1,-8,2
5402,F,N,Y,0,202500,Working,Secondary / secondary special,Widow,House / apartment,-20227,-5416,1,0,0,0,Core staff,1,-47,0
5403,F,N,Y,0,171000,Working,Secondary / secondary special,Married,House / apartment,-18839,-7551,1,1,1,0,Managers,2,-44,2
5404,F,N,N,1,202500,Working,Higher education,Married,House / apartment,-16391,-2014,1,1,0,0,,3,-6,0
5405,M,N,Y,1,270000,State servant,Secondary / secondary special,Married,House / apartment,-17110,-370,1,0,0,0,Laborers,3,-50,2
5406,F,N,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,-20109,-857,1,1,1,0,,2,-10,2
5407,F,N,N,1,135000,Commercial associate,Secondary / secondary special,Married,With parents,-13689,-1172,1,0,0,0,Sales staff,3,-22,2
5408,M,N,N,0,99000,State servant,Secondary / secondary special,Civil marriage,House / apartment,-22187,-5416,1,0,0,0,Laborers,2,-52,2
5409,F,N,Y,2,225000,Working,Secondary / secondary special,Civil marriage,House / apartment,-12798,-648,1,0,0,0,Sales staff,4,-15,2
5410,F,N,Y,0,117000,Pensioner,Higher education,Married,House / apartment,-21428,365243,1,0,1,0,,2,-5,2
5411,F,N,Y,0,58500,Pensioner,Secondary / secondary special,Married,House / apartment,-20189,365243,1,0,0,0,,2,-49,2
5412,M,Y,Y,0,540000,Working,Secondary / secondary special,Married,House / apartment,-20074,-6348,1,0,1,0,,2,-32,2
5413,M,Y,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,-10386,-412,1,1,0,0,,1,-5,2
5414,F,Y,Y,1,333000,Commercial associate,Higher education,Married,House / apartment,-11525,-1616,1,0,0,0,Managers,3,-40,2
5415,F,N,Y,0,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,-19310,-1477,1,0,0,0,Cleaning staff,2,-4,1
5416,F,N,Y,0,121500,Commercial associate,Secondary / secondary special,Married,House / apartment,-17960,-1789,1,0,0,0,Sales staff,2,-51,1
5417,F,N,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,-13692,-711,1,0,0,0,Sales staff,3,-39,2
5418,M,N,N,0,180000,Working,Secondary / secondary special,Single / not married,Office apartment,-16743,-808,1,0,1,0,Laborers,1,-6,2
5419,F,N,Y,1,157500,Working,Secondary / secondary special,Civil marriage,House / apartment,-15514,-8714,1,0,0,0,,3,-20,2
5420,F,Y,N,0,56250,Pensioner,Secondary / secondary special,Married,House / apartment,-21342,365243,1,0,0,0,,2,-28,2
5421,M,Y,N,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-16197,-3000,1,0,0,0,Drivers,2,-21,2
5422,F,N,Y,0,99000,Commercial associate,Secondary / secondary special,Widow,House / apartment,-21678,-1239,1,0,0,0,Security staff,1,-10,2
5423,F,N,Y,0,157500,State servant,Secondary / secondary special,Married,House / apartment,-19382,-3352,1,0,0,0,,2,-34,2
5424,F,N,Y,0,247500,Working,Higher education,Married,House / apartment,-14020,-3503,1,0,1,0,Core staff,2,-2,1
5425,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-17816,-6195,1,0,0,0,,2,-42,2
5426,F,N,N,0,85500,Pensioner,Higher education,Widow,House / apartment,-23413,365243,1,0,0,0,,1,-12,2
5427,M,Y,Y,0,256500,Commercial associate,Higher education,Married,House / apartment,-21503,-1674,1,0,0,1,Core staff,2,-25,2
5428,F,Y,N,2,81000,Working,Secondary / secondary special,Married,House / apartment,-12087,-1923,1,1,0,0,Laborers,4,-3,1
5429,F,Y,Y,0,225000,Commercial associate,Higher education,Single / not married,With parents,-9690,-1193,1,0,0,0,Core staff,1,-37,2
5430,M,Y,Y,1,90000,Working,Secondary / secondary special,Married,House / apartment,-16767,-1477,1,0,0,0,Low-skill Laborers,3,-6,2
5431,M,Y,Y,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14827,-4037,1,0,1,1,High skill tech staff,2,-7,2
5432,F,N,Y,1,135000,Working,Higher education,Married,House / apartment,-10650,-3163,1,0,0,0,Accountants,3,-8,2
5433,F,N,N,0,360000,Commercial associate,Secondary / secondary special,Married,House / apartment,-18580,-1800,1,0,0,0,Managers,2,-27,2
5434,F,Y,N,0,108000,Working,Secondary / secondary special,Married,With parents,-12249,-3195,1,1,0,0,,2,-17,2
5435,F,N,N,0,112500,Commercial associate,Incomplete higher,Married,House / apartment,-10177,-2339,1,0,1,0,,2,-54,1
5436,F,N,N,0,450000,Working,Higher education,Married,With parents,-20343,-1838,1,1,1,0,,2,-33,2
5437,F,Y,Y,0,270000,Working,Secondary / secondary special,Separated,House / apartment,-16971,-375,1,0,0,0,,1,-19,1
5438,F,N,Y,0,162000,Pensioner,Secondary / secondary special,Married,House / apartment,-22795,365243,1,0,0,0,,2,-43,2
5439,M,Y,Y,0,202500,Working,Higher education,Married,House / apartment,-17585,-3017,1,0,0,0,Drivers,2,-10,2
5440,F,Y,Y,1,225000,Working,Higher education,Separated,House / apartment,-14816,-1672,1,0,0,0,Core staff,2,-3,1
5441,F,N,N,0,135000,Working,Higher education,Single / not married,House / apartment,-9818,-520,1,0,0,0,Core staff,1,-42,2
5442,F,N,Y,0,360000,Pensioner,Higher education,Married,House / apartment,-22295,365243,1,0,0,0,,2,-5,1
5443,F,N,Y,0,65250,Pensioner,Secondary / secondary special,Widow,House / apartment,-19897,365243,1,0,1,0,,1,-47,2
5444,F,N,N,0,67500,Working,Secondary / secondary special,Civil marriage,House / apartment,-15563,-309,1,0,0,0,Cooking staff,2,-50,2
5445,M,N,Y,2,450000,Commercial associate,Higher education,Married,House / apartment,-12238,-2187,1,1,1,0,Managers,4,-35,2
5446,M,N,Y,0,391500,Working,Secondary / secondary special,Separated,House / apartment,-17522,-1526,1,0,0,0,Security staff,1,-26,1
5447,F,N,N,0,54000,Pensioner,Higher education,Married,House / apartment,-22702,365243,1,0,0,0,,2,-42,2
5448,M,N,Y,0,157500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-22210,365243,1,0,1,0,,2,-26,2
5449,F,N,Y,0,90000,State servant,Higher education,Married,House / apartment,-17767,-3804,1,0,0,0,Cooking staff,2,-51,2
5450,F,N,N,0,126000,Pensioner,Secondary / secondary special,Married,House / apartment,-20851,365243,1,0,0,0,,2,-54,2
5451,F,Y,Y,1,157500,State servant,Secondary / secondary special,Married,House / apartment,-13811,-3380,1,0,0,0,Laborers,3,-23,0
5452,F,N,Y,0,67500,Pensioner,Secondary / secondary special,Married,House / apartment,-21732,365243,1,0,0,0,,2,-14,2
5453,F,N,Y,0,139500,Working,Secondary / secondary special,Married,House / apartment,-18730,-157,1,0,0,1,Cooking staff,2,-40,2
5454,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,-11390,-515,1,0,1,0,Sales staff,2,-45,2
5455,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,-22123,365243,1,0,0,1,,2,-40,1
5456,F,Y,N,0,63000,Commercial associate,Higher education,Married,With parents,-13288,-5910,1,0,0,0,,2,-2,1
5457,F,Y,N,0,180000,Working,Higher education,Married,House / apartment,-14943,-1650,1,1,0,1,Core staff,2,-41,2
5458,F,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-13389,-958,1,0,0,0,Laborers,2,-18,2
5459,F,N,Y,0,153000,Pensioner,Secondary / secondary special,Separated,House / apartment,-21778,365243,1,0,1,0,,1,-16,2
5460,M,N,N,0,360000,Commercial associate,Higher education,Single / not married,House / apartment,-9514,-461,1,1,1,1,Waiters/barmen staff,1,-8,2
5461,F,Y,Y,0,270000,Commercial associate,Higher education,Married,House / apartment,-19960,-5679,1,0,0,0,Accountants,2,-10,0
5462,M,Y,N,1,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14621,-834,1,0,0,1,Laborers,3,-28,2
5463,F,N,N,0,126000,Pensioner,Secondary / secondary special,Married,House / apartment,-23751,365243,1,0,0,0,,2,-3,1
5464,F,N,Y,0,283500,Pensioner,Higher education,Separated,House / apartment,-22464,365243,1,0,0,0,,1,-17,2
5465,F,N,Y,3,135000,Working,Secondary / secondary special,Married,House / apartment,-14838,-1539,1,0,0,0,Laborers,5,-47,2
5466,M,Y,Y,1,675000,Working,Higher education,Married,House / apartment,-16338,-4654,1,1,1,0,Managers,3,-53,2
5467,F,Y,Y,1,225000,Working,Higher education,Married,House / apartment,-14148,-1591,1,1,1,0,High skill tech staff,3,-17,2
5468,F,N,N,0,90000,State servant,Higher education,Civil marriage,Office apartment,-19872,-4509,1,1,0,0,,2,-55,1
5469,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,-11004,-1570,1,0,0,0,Private service staff,2,-35,1
5470,F,N,Y,0,67500,Working,Secondary / secondary special,Married,House / apartment,-21889,-8469,1,1,0,0,Core staff,2,-12,1
5471,F,N,Y,0,216000,Pensioner,Secondary / secondary special,Widow,House / apartment,-20024,365243,1,0,0,0,,1,-22,1
5472,F,N,Y,0,292500,Pensioner,Secondary / secondary special,Married,House / apartment,-21076,365243,1,0,0,0,,2,-6,2
5473,M,Y,N,0,315000,Commercial associate,Incomplete higher,Single / not married,House / apartment,-17107,-781,1,0,0,1,,1,-16,2
5474,M,Y,Y,3,148500,State servant,Secondary / secondary special,Married,House / apartment,-12960,-2027,1,0,1,0,Drivers,5,-35,2
5475,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-18435,-2175,1,0,1,0,Sales staff,2,-46,2
5476,F,N,N,0,202500,Commercial associate,Incomplete higher,Single / not married,House / apartment,-21381,-156,1,0,0,0,Managers,1,-22,2
5477,F,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-10737,-2078,1,0,0,1,Sales staff,2,-35,2
5478,F,Y,Y,1,560250,Working,Secondary / secondary special,Single / not married,House / apartment,-12987,-2330,1,0,0,0,Sales staff,2,-39,1
5479,F,N,Y,0,135000,State servant,Secondary / secondary special,Married,House / apartment,-20542,-9422,1,0,1,0,Core staff,2,-57,1
5480,M,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-18824,-840,1,0,0,0,Laborers,3,-18,2
5481,M,Y,N,0,328500,Working,Higher education,Married,House / apartment,-14897,-2654,1,1,1,0,,2,-3,0
5482,F,N,Y,0,99000,Pensioner,Secondary / secondary special,Married,House / apartment,-22799,365243,1,0,0,0,,2,-25,1
5483,F,N,Y,0,117000,Pensioner,Higher education,Married,House / apartment,-21428,365243,1,0,1,0,,2,-39,1
5484,F,N,N,0,180000,Working,Secondary / secondary special,Widow,House / apartment,-24376,-4369,1,0,0,0,,1,-32,2
5485,M,N,N,0,157500,Working,Higher education,Single / not married,Municipal apartment,-9373,-779,1,1,0,0,Laborers,1,-21,0
5486,M,Y,N,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-20776,-2745,1,1,1,0,Managers,2,-60,0
5487,M,N,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,-12546,-2539,1,0,0,0,Low-skill Laborers,3,-26,2
5488,F,N,N,1,180000,Commercial associate,Incomplete higher,Married,House / apartment,-14687,-7401,1,1,1,0,High skill tech staff,3,-53,2
5489,F,Y,Y,0,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,-21973,365243,1,0,0,0,,1,-14,1
5490,M,N,N,0,270000,Working,Secondary / secondary special,Married,House / apartment,-13130,-2387,1,0,0,0,,2,-42,2
5491,M,Y,N,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-13648,-4167,1,0,0,0,Drivers,2,-54,2
5492,F,N,N,0,202500,Pensioner,Higher education,Single / not married,House / apartment,-23290,365243,1,0,0,0,,1,-3,1
5493,F,N,N,0,202500,Working,Secondary / secondary special,Widow,House / apartment,-15787,-2270,1,0,0,0,Laborers,1,-7,2
5494,F,Y,N,0,265500,Working,Secondary / secondary special,Married,House / apartment,-14709,-931,1,0,0,0,Sales staff,2,-58,1
5495,F,Y,N,1,148500,Working,Secondary / secondary special,Married,House / apartment,-11675,-3779,1,1,0,0,Sales staff,3,-34,2
5496,F,N,N,1,292500,Working,Secondary / secondary special,Married,House / apartment,-12609,-3289,1,0,0,0,Medicine staff,3,-52,2
5497,M,Y,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,-8899,-2326,1,1,1,0,Waiters/barmen staff,2,-57,2
5498,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23929,365243,1,0,1,0,,1,-6,1
5499,M,N,Y,1,157500,State servant,Incomplete higher,Married,House / apartment,-8948,-1751,1,0,0,0,Core staff,3,-55,2
5500,F,N,N,0,292500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18698,-10758,1,0,0,0,Laborers,2,-30,1
5501,M,Y,Y,1,157500,State servant,Higher education,Married,House / apartment,-11609,-2495,1,0,0,0,,3,-38,2
5502,F,Y,Y,0,360450,State servant,Secondary / secondary special,Married,House / apartment,-18854,-8509,1,0,0,0,,2,-48,2
5503,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-12446,-645,1,0,0,0,Core staff,2,-19,0
5504,F,N,N,0,76500,Pensioner,Secondary / secondary special,Married,House / apartment,-20592,365243,1,0,1,0,,2,-35,0
5505,F,N,Y,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-16677,-9482,1,0,0,0,Core staff,1,-59,2
5506,F,N,Y,1,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-16609,-3629,1,0,0,0,HR staff,3,-16,2
5507,M,Y,Y,1,450000,Commercial associate,Higher education,Married,House / apartment,-17437,-1748,1,0,0,0,,3,-56,2
5508,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-21367,365243,1,0,0,0,,2,-19,1
5509,F,N,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,-17051,-598,1,0,0,0,Sales staff,2,-14,2
5510,F,Y,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,-18744,-2988,1,0,0,0,Private service staff,2,-18,2
5511,M,Y,N,0,180000,Working,Higher education,Married,With parents,-12956,-5553,1,0,0,0,,2,-30,2
5512,F,N,Y,0,315000,Working,Secondary / secondary special,Married,House / apartment,-18018,-11157,1,0,0,0,Private service staff,2,-28,1
5513,F,N,Y,0,202500,Working,Secondary / secondary special,Widow,House / apartment,-17782,-9975,1,0,0,0,Core staff,1,-22,2
5514,F,N,N,0,270000,State servant,Higher education,Married,House / apartment,-13266,-2341,1,1,1,0,Core staff,2,-17,2
5515,M,Y,Y,0,315000,Working,Secondary / secondary special,Single / not married,House / apartment,-17832,-134,1,1,1,0,Laborers,1,-3,0
5516,F,Y,N,1,225000,Commercial associate,Higher education,Single / not married,House / apartment,-12994,-3088,1,0,0,0,,2,-39,2
5517,F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-19881,-7718,1,0,0,0,Secretaries,2,-2,1
5518,F,Y,N,0,108000,Working,Secondary / secondary special,Married,With parents,-12249,-3195,1,1,0,0,,2,-12,2
5519,M,N,N,2,202500,Working,Lower secondary,Married,House / apartment,-13593,-2546,1,1,0,0,Laborers,4,-38,2
5520,M,Y,Y,0,225000,Pensioner,Higher education,Married,House / apartment,-24166,365243,1,0,0,0,,2,-36,1
5521,F,N,Y,0,180000,Working,Incomplete higher,Single / not married,House / apartment,-8862,-716,1,0,0,0,Laborers,1,-12,1
5522,M,Y,Y,0,202500,Working,Secondary / secondary special,Single / not married,House / apartment,-18093,-3061,1,0,0,0,,1,-8,2
5523,F,N,Y,0,225000,State servant,Higher education,Married,House / apartment,-19309,-2435,1,0,1,0,,2,-43,2
5524,F,Y,Y,2,112500,Working,Higher education,Married,House / apartment,-13405,-3252,1,0,1,0,Accountants,4,-47,2
5525,F,N,N,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-17935,-4245,1,0,0,0,Sales staff,2,-51,2
5526,M,Y,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,-15556,-2331,1,0,1,0,Drivers,2,-23,2
5527,F,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,-11586,-1751,1,0,0,0,Core staff,3,-12,2
5528,M,Y,N,0,274500,Commercial associate,Secondary / secondary special,Married,House / apartment,-17448,-3567,1,0,0,0,Laborers,2,-47,2
5529,F,N,N,0,121500,Commercial associate,Secondary / secondary special,Married,House / apartment,-18828,-6195,1,0,0,0,,2,-40,2
5530,M,Y,N,0,112500,Working,Secondary / secondary special,Civil marriage,With parents,-8466,-483,1,1,0,0,Core staff,2,-10,1
5531,M,N,N,0,306000,Working,Secondary / secondary special,Married,House / apartment,-18635,-8643,1,0,0,0,Managers,2,-11,2
5532,M,Y,N,0,135000,Working,Secondary / secondary special,Single / not married,Municipal apartment,-12099,-1567,1,0,0,0,Laborers,1,-15,2
5533,M,N,Y,1,225000,Working,Secondary / secondary special,Married,House / apartment,-10298,-3145,1,0,0,0,,3,-42,2
