index,SEND_SPG_INNB,REC_SPG_INNB,DL_GD_LCLS_NM,DL_GD_MCLS_NM,INVC_CONT
3881,5013000610049100,1117000008019400,식품,농산물,3
3882,5013000610049100,1117000014038300,식품,농산물,3
3883,5013000610049100,1123000010011200,식품,농산물,3
3884,5013000610049100,1159000003059200,식품,농산물,4
3885,5013000610049100,1165000006011200,식품,농산물,3
3886,5013000610049100,1165000022013200,식품,농산물,3
3887,5013000610049100,1168000015091400,식품,농산물,3
3888,5013000610049100,2623000016023300,식품,농산물,4
3889,5013000610049100,2726000013068100,식품,농산물,3
3890,5013000610049100,2811000122010300,식품,농산물,3
3891,5013000610049100,2823700020022200,식품,농산물,3
3892,5013000610049100,2914000026042100,식품,농산물,3
3893,5013000610049100,4127300015062400,식품,농산물,5
3894,5013000610049100,4128100089059300,식품,농산물,3
3895,5013000610049100,4146500038099400,식품,농산물,3
3896,5013000610049100,4213000382073300,식품,농산물,3
3897,5013000610049100,4371000398036300,식품,농산물,3
3898,5013000610049100,4678000508073400,식품,농산물,3
3899,5013000610049100,4886000702071200,식품,농산물,4
3900,5013000616074300,1168000007094400,식품,농산물,4
3901,5013000622057100,2823700026004200,식품,농산물,3
3902,5013000622057100,4283000138066300,식품,농산물,3
3903,5013000624091200,1150000037054300,식품,농산물,4
3904,5013000624091200,2771000320033400,식품,농산물,4
3905,5013000670082100,1135000014065200,식품,농산물,3
3906,5013000670082100,4311100022030400,식품,농산물,4
3907,5013000675081300,4215000401031100,식품,농산물,3
3908,5013000677078400,4825000286035200,식품,농산물,5
3909,5013000691060200,1162000015082400,식품,농산물,3
3910,5013000692034400,3611000358011100,식품,농산물,3
3911,5013000692037200,4717001505070100,식품,농산물,4
3912,5013000693011400,1129000009020400,식품,음료,5
3913,5013000703029300,4121000014069100,식품,농산물,3
3914,5013000703030300,4711300706100400,식품,농산물,3
3915,5013000731024400,4119500006023100,식품,농산물,3
3916,5013000731055200,1120000014081200,식품,농산물,40
3917,5013000731055200,1138000021027100,식품,농산물,3
3918,5013000731055200,2826000034034400,식품,농산물,4
3919,5013000731055200,4113500011068100,식품,농산물,3
3920,5013000731055200,4115000055037100,식품,농산물,4
3921,5013000731055200,4119500017018200,식품,농산물,3
3922,5013000731055200,4127100028002200,식품,농산물,3
3923,5013000731055200,4136000395072300,식품,농산물,5
3924,5013000731055200,4481000238047300,식품,농산물,3
3925,5013000731055200,4521000220027300,식품,농산물,3
3926,5013000731078300,4380000530028400,식품,농산물,3
3927,5013000732085200,4691000593066400,식품,농산물,4
3928,5013000733051400,2629000015028100,식품,농산물,7
3929,5013000734079400,2824500028093300,식품,농산물,3
3930,5013000735022300,1117000019023100,식품,농산물,3
3931,5013000735022300,2820000031012400,식품,농산물,4
3932,5013000735022300,2820000049074200,식품,농산물,3
3933,5013000740006300,4413100124022400,식품,농산물,10
3934,5013000740006400,4119500005096300,식품,농산물,4
3935,5013000740034300,2650000005079200,식품,농산물,3
3936,5013000765096400,4682000580029300,식품,농산물,3
3937,5013000768086300,4311300074045200,식품,기타식품,3
3938,5013000777063100,2823700011078400,식품,농산물,4
3939,5013000777063100,4136000358044400,식품,농산물,3
3940,5013000777063100,4611000031049200,식품,농산물,3
3941,5013000777063100,4678000303029100,식품,농산물,3
3942,5013000777063100,4812300002002100,식품,농산물,5
3943,5013000777063100,4825000339065100,식품,농산물,4
3944,5013000780043400,4136000239090200,식품,농산물,4
3945,5013000802091200,4511300073023200,식품,농산물,4
3946,5013000803023100,1120000001028400,식품,농산물,3
3947,5013000817027300,4480000194002300,식품,농산물,3
3948,5013000819017300,4313000707064400,식품,농산물,3
3949,5013000821006200,4377000348078400,식품,농산물,3
3950,5013000821028200,1126000013069400,식품,농산물,4
3951,5013000821028200,4111500001023100,식품,농산물,6
3952,5013000821028200,4159000823038200,식품,농산물,4
3953,5013000827001200,4711100263045100,식품,농산물,4
3954,5013000854017300,4715000280001300,식품,농산물,4
3955,5013000865020200,1150000024053300,식품,농산물,8
3956,5013000865068200,1147000008004200,식품,농산물,3
3957,5013000866088100,3017000007038400,식품,농산물,4
3958,5013000871011100,2653000022045300,식품,농산물,5
3959,5013000909069100,2824500015084200,식품,농산물,5
3960,1117000009037100,5013000033077300,디지털/가전,기타디지털/가전,6
3961,1150000039014400,5011000412043400,식품,음료,4
3962,1153000017005200,5011000320019200,식품,가공식품,3
3963,1153000017030200,5011000414065400,여행/문화,문화컨텐츠,3
3964,1153000017034200,5011001115004100,패션의류,상의,3
3965,1154500001037100,5011000265057300,디지털/가전,기타디지털/가전,4
3966,1165000013004100,5011000319035100,여행/문화,문화컨텐츠,4
3967,1165000014095200,5011000220011300,여행/문화,문화컨텐츠,4
3968,1165000027007300,5013000822073100,디지털/가전,기타디지털/가전,3
3969,2647000008065400,5013000740017300,식품,기타식품,3
3970,2653000016100300,5011000310049300,패션의류,상의,3
3971,2826000028061300,5011000264090100,식품,기타식품,7
3972,4113300003077200,5011000314095200,생활/건강,생활용품,3
3973,4115000054008400,5011000367074100,패션의류,기타패션의류,3
3974,4119900009063300,5011000214045100,식품,건강식품,3
3975,4119900009063300,5011000373021200,식품,건강식품,3
3976,4119900014075200,5011000258068400,식품,음료,8
3977,4122000053068300,5011000173081300,패션의류,상의,3
3978,4127100048006400,5011000319058300,식품,기타식품,3
3979,4127300065073100,5011000139007400,패션의류,상의,10
3980,4128100090090200,5011000316043100,식품,가공식품,3
3981,4128500028049400,5011000315065100,생활/건강,주방용품,3
3982,4136000216019200,5011000374043100,식품,농산물,3
3983,4141000031030100,5013000740014400,생활/건강,건강용품,3
3984,4145000025010100,5011000481011200,생활/건강,주방용품,3
3985,4145000082015200,5011000423093100,식품,수산,4
3986,4146100238100100,5011000317093400,생활/건강,생활용품,4
3987,4146100353012300,5013000861002400,식품,냉동/간편조리식품,3
3988,4148000616027400,5011000368030300,식품,냉동/간편조리식품,5
3989,4148000663037200,5013000634055200,여행/문화,문화컨텐츠,3
3990,4148000690015300,5011000173033300,여행/문화,문화컨텐츠,3
3991,4148000690015300,5011000174063400,여행/문화,문화컨텐츠,4
3992,4148000690015300,5011000264091400,여행/문화,문화컨텐츠,6
3993,4148000690015300,5011000373045300,여행/문화,문화컨텐츠,3
3994,4148000690015300,5011000433072100,여행/문화,문화컨텐츠,4
3995,4148000690015300,5011000435028400,여행/문화,문화컨텐츠,4
3996,4148000690015300,5011000544071200,여행/문화,문화컨텐츠,4
3997,4148000699072200,5011000213072300,생활/건강,음반,4
3998,4148000699072200,5011000267061100,여행/문화,문화컨텐츠,3
3999,4150000222021400,5011000092037200,생활/건강,반려동물,3
4000,4157000149001200,5011000315087400,식품,수산,7
4001,4159000429094300,5011000112015400,식품,과자,3
4002,4159000429094300,5011000214097300,생활/건강,생활용품,6
4003,4159000429094300,5011000265065100,식품,냉동/간편조리식품,3
4004,4159000429094300,5011000310038300,식품,과자,3
4005,4159000429094300,5011000315062200,식품,냉동/간편조리식품,3
4006,4159000429094300,5011000374022300,식품,냉동/간편조리식품,3
4007,4159000429094300,5013000579050300,식품,가공식품,3
4008,4159000429094300,5013000858036200,생활/건강,생활용품,3
4009,4159000429094300,5013000866028400,식품,냉동/간편조리식품,3
4010,4159000709060400,5011000376042100,생활/건강,건강용품,4
4011,4161000402022400,5013000032090100,식품,냉동/간편조리식품,3
4012,4413100126013300,5013000014032200,식품,건강식품,3
4013,4427000369059400,5011000435083400,화장품/미용,스킨케어,5
4014,4514000248090300,5011000263079100,생활/건강,생활용품,4
4015,4514000399072400,5011000594021400,패션의류,기타패션의류,5
4016,4519000626011100,5011000317040400,화장품/미용,스킨케어,11
4017,4682000326089100,5011000435092100,식품,농산물,3
4018,4887000415012100,5011000263086100,식품,농산물,3
4019,5011000078067300,4128500024090100,식품,수산,5
4020,5011000078068400,1114000005084200,식품,농산물,3
4021,5011000078068400,1123000014051200,식품,농산물,4
4022,5011000078068400,1135000014085300,식품,농산물,4
4023,5011000078068400,1147000018096100,식품,농산물,4
4024,5011000078068400,1150000013100300,식품,농산물,3
4025,5011000078068400,1150000042031100,식품,농산물,4
4026,5011000078068400,1165000010020100,식품,농산물,5
4027,5011000078068400,1168000010056100,식품,농산물,4
4028,5011000078068400,1171000020046400,식품,농산물,3
4029,5011000078068400,2623000009090200,식품,농산물,3
4030,5011000078068400,2820000005078400,식품,농산물,3
4031,5011000078068400,2917000096089100,식품,농산물,3
4032,5011000078068400,2920000092029100,식품,농산물,5
4033,5011000078068400,3120000123055300,식품,농산물,3
4034,5011000078068400,4111700019095100,식품,농산물,4
4035,5011000078068400,4115000008060200,식품,농산물,4
4036,5011000078068400,4115000054090400,식품,농산물,3
4037,5011000078068400,4119500013032200,식품,농산물,6
4038,5011000078068400,4122000267076100,식품,농산물,5
4039,5011000078068400,4136000119067100,식품,농산물,3
4040,5011000078068400,4139000059026300,식품,농산물,3
4041,5011000078068400,4146300026069300,식품,농산물,4
4042,5011000078068400,4157000289079400,식품,농산물,3
4043,5011000078068400,4163000142030400,식품,농산물,3
4044,5011000078068400,4213000202016100,식품,농산물,4
4045,5011000078068400,4213000384064100,식품,농산물,3
4046,5011000078068400,4371000401076400,식품,농산물,3
4047,5011000078068400,4521000302023200,식품,농산물,4
4048,5011000078068400,4615000688016100,식품,농산물,3
4049,5011000078068400,4684000574038100,식품,농산물,3
4050,5011000078068400,4711300748092100,식품,농산물,4
4051,5011000078068400,4729000149075300,식품,농산물,3
4052,5011000078068400,4812100196093200,식품,농산물,3
4053,5011000078068400,4812700055090400,식품,농산물,3
4054,5011000078068400,4812900034005400,식품,농산물,3
4055,5011000078068400,4812900072100200,식품,농산물,4
4056,5011000078068400,4825000286055300,식품,농산물,3
4057,5011000137030100,1132000013029200,식품,농산물,3
4058,5011000137030100,3020000100088100,식품,농산물,3
4059,5011000137030100,4113500071091200,식품,농산물,3
4060,5011000137030100,4215000398054100,식품,농산물,3
4061,5011000137030100,4279000725054400,식품,농산물,3
4062,5011000168074100,2644000050027100,식품,가공식품,44
4063,5011000199044400,4128500050071200,식품,농산물,4
4064,5011000213083200,3114000014019100,패션의류,상의,8
4065,5011000213090100,4282000360045200,식품,가공식품,5
4066,5011000213090100,4371000131071300,식품,농산물,4
4067,5011000214049400,4719000560060100,식품,농산물,6
4068,5011000223005200,4128500050071100,식품,음료,3
4069,5011000224031300,4128100093098300,식품,농산물,5
4070,5011000258018200,4723000494037100,식품,수산,3
4071,5011000259006100,1114000002032400,식품,수산,5
4072,5011000263013100,3017000009024300,식품,수산,5
4073,5011000264012200,4613000014083100,식품,음료,3
4074,5011000264038100,4418000366049300,식품,농산물,3
4075,5011000265076200,4121000004057300,식품,냉동/간편조리식품,4
4076,5011000266051200,4690000369069200,식품,농산물,3
4077,5011000272063400,4689000367009400,식품,농산물,5
4078,5011000272083300,2617000015092300,식품,농산물,5
4079,5011000309091300,4117300020012300,식품,기타식품,10
4080,5011000310047200,4159000602067200,식품,수산,3
4081,5011000310047200,4827000043016300,식품,수산,5
4082,5011000312034400,4273000622094200,식품,농산물,4
4083,5011000314031200,4812900163067300,식품,축산,4
4084,5011000316024300,2915500005076400,식품,수산,5
4085,5011000316024300,4122000301092200,식품,수산,17
4086,5011000318041400,1165000005035200,패션의류,기타패션의류,5
4087,5011000331056100,1120000004089300,패션의류,기타패션의류,3
4088,5011000349021200,2729000013044100,식품,수산,3
4089,5011000366070100,4572000614098400,식품,농산물,3
4090,5011000367041300,1138000023012300,식품,기타식품,6
4091,5011000373038300,2635000020017400,식품,농산물,6
4092,5011000373038300,4729000171082300,식품,농산물,3
4093,5011000373097100,4211000452064400,식품,음료,5
4094,5011000374001300,4822000161003300,식품,기타식품,3
4095,5011000375010100,4213000101016300,식품,음료,3
4096,5011000375010100,4812100186072200,식품,기타식품,5
4097,5011000375010100,4888000569058200,식품,음료,10
4098,5011000379006400,1129000018013300,식품,농산물,3
4099,5011000379006400,4146500024048100,식품,농산물,3
4100,5011000379037100,4161000146062200,식품,기타식품,21
4101,5011000381004300,4480000018002200,식품,농산물,3
4102,5011000382001300,4161000150090100,식품,축산,20
4103,5011000424031100,4420000385036100,식품,농산물,4
4104,5011000424031100,4420000386001100,식품,농산물,3
4105,5011000424078200,1111000025019100,식품,농산물,3
4106,5011000424078200,1154500004091200,식품,농산물,3
4107,5011000424078200,3114000007060200,식품,농산물,5
4108,5011000435012100,1171000028017100,식품,농산물,6
4109,5011000435012100,4221000026075100,식품,농산물,5
4110,5011000435097200,1117000006092400,패션의류,기타패션의류,9
4111,5011000437099200,1156000005065300,식품,농산물,14
